,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
379197,2010-01-27 14:41:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413631253258,37.7848053746211
764390,2004-07-08 15:00:00,TRESPASS,TRESPASSING,Thursday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1300 Block of 18TH AV,-122.475918903167,37.7626631476247
563422,2007-05-30 22:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
634157,2006-05-17 15:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,INGLESIDE,NONE,2300 Block of OCEAN AV,-122.469780843211,37.7300635967742
851648,2003-05-12 10:10:00,WARRANTS,WARRANT ARREST,Monday,BAYVIEW,"ARREST, BOOKED",DAKOTA ST / 23RD ST,-122.396716088152,37.754859882847
291010,2011-05-19 23:52:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,MISSION,"ARREST, CITED",SOUTH VAN NESS AV / 15TH ST,-122.417647884705,37.7668053842905
351604,2010-06-29 16:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TENDERLOIN,NONE,500 Block of OFARRELL ST,-122.41382007017599,37.7857382950322
13439,2015-03-07 03:00:00,ASSAULT,BATTERY,Saturday,NORTHERN,"ARREST, BOOKED",1800 Block of POST ST,-122.43223025516899,37.7852054554152
63968,2014-07-10 10:40:00,WARRANTS,WARRANT ARREST,Thursday,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.45049238436701,37.7696094511519
717093,2005-03-13 22:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,CENTRAL,NONE,WASHINGTON ST / MASON ST,-122.411367896478,37.794524799468896
725224,2005-01-30 15:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,MISSION ST / 1ST ST,-122.397576409121,37.78976193086071
86890,2014-03-19 15:42:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,BAYVIEW,"ARREST, BOOKED",4700 Block of 3RD ST,-122.39068958255699,37.735217228007706
291303,2011-05-19 09:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,TARAVAL,NONE,2300 Block of 24TH AV,-122.48118317163001,37.7437268170337
107784,2013-11-30 00:03:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,INGLESIDE,"ARREST, CITED",4700 Block of MISSION ST,-122.43619448489599,37.722727038357604
667884,2005-11-19 11:00:00,MISSING PERSON,FOUND PERSON,Saturday,PARK,LOCATED,1000 Block of HAYES ST,-122.433661492778,37.775465227763796
785123,2004-04-01 11:10:00,ASSAULT,BATTERY,Thursday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411778295992,37.7839805592634
5772,2015-04-15 16:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,RICHMOND,NONE,100 Block of FUNSTON AV,-122.47204825520299,37.7853902153809
214544,2012-07-01 17:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,BAYVIEW,NONE,100 Block of THORNTON AV,-122.393914948342,37.730836469083705
225487,2012-05-05 18:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,0 Block of LUSK AL,-122.39445192056002,37.778375132617896
446047,2009-02-03 10:00:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,BAYVIEW,NONE,OAKDALE AV / NEWHALL ST,-122.392217325531,37.7356625997558
686229,2005-08-23 21:57:00,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Tuesday,INGLESIDE,NONE,VISITACION AV / RUTLAND ST,-122.407928236481,37.7114477413655
656257,2006-01-23 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,VALLEJO ST / STEINER ST,-122.436764517192,37.7950141346966
201296,2012-09-08 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,500 Block of 2ND ST,-122.39267083933001,37.7823985353293
602163,2006-10-31 00:01:00,FRAUD,"FALSE PRETENSES, GRAND THEFT",Tuesday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,0 Block of RIZAL ST,-122.399269153785,37.7818400750116
478642,2008-08-19 14:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,BAYVIEW,NONE,300 Block of DEHARO ST,-122.40172759061001,37.7654693886992
323163,2010-11-21 20:35:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Sunday,MISSION,"ARREST, CITED",17TH ST / CAPP ST,-122.418486296575,37.763495437314404
806583,2003-12-14 05:00:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,MISSION,NONE,500 Block of GUERRERO ST,-122.42376174954799,37.76235859908021
215383,2012-06-29 15:30:00,MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,NONE,0 Block of NICHOLS WY,-122.38723479576099,37.7194008333885
822077,2003-10-01 12:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,MISSION,"ARREST, CITED",HARRISON ST / 16TH ST,-122.41310762270099,37.7654480180311
99960,2014-01-11 21:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of MASON ST,-122.409129633669,37.7838066631424
472179,2008-09-18 20:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,NORTHERN,NONE,200 Block of GOUGH ST,-122.42271387681801,37.775244832582004
799405,2004-01-23 12:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
349756,2010-07-04 16:47:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413631253258,37.7848053746211
470932,2008-09-29 04:18:00,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Monday,INGLESIDE,NONE,700 Block of ANDOVER ST,-122.41700945629299,37.733619978605105
137028,2013-07-23 09:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE,2300 Block of 37TH AV,-122.49511217074199,37.7431135950577
542660,2007-09-17 21:30:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
516530,2008-02-04 21:00:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Monday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594
377482,2010-02-08 16:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,VANNESS AV / MARKET ST,-122.419257894814,37.7751462916539
200193,2012-09-18 19:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,PARK,NONE,1100 Block of MASONIC AV,-122.445370003649,37.7706759062773
839590,2003-07-08 19:15:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,MISSION,NONE,500 Block of VALENCIA ST,-122.42173850847601,37.7640972229024
597956,2006-11-18 06:25:00,OTHER OFFENSES,RESISTING ARREST,Saturday,CENTRAL,"ARREST, BOOKED",400 Block of GEARY ST,-122.41072162587,37.78709664956629
867917,2003-02-19 22:50:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,TARAVAL,NONE,200 Block of LOBOS ST,-122.46086054759701,37.7148410029985
786266,2004-03-29 18:45:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,SOUTHERN,"ARREST, BOOKED",6TH ST / MARKET ST,-122.41029351969699,37.7822305869807
762002,2004-07-21 14:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,BAYVIEW,NONE,800 Block of BRUSSELS ST,-122.403233261792,37.7216770936369
681517,2005-09-19 14:15:00,ASSAULT,BATTERY,Monday,NORTHERN,NONE,1000 Block of POST ST,-122.41910442464399,37.78687648416079
434802,2009-03-31 21:37:00,OTHER OFFENSES,CONSPIRACY,Tuesday,TENDERLOIN,"ARREST, BOOKED",500 Block of HYDE ST,-122.416459785313,37.7860170554787
188044,2012-11-13 19:44:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,NORTHERN,"ARREST, BOOKED",100 Block of FILLMORE ST,-122.430282421772,37.7709327759985
530624,2007-11-15 15:00:00,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Thursday,PARK,NONE,1300 Block of COLE ST,-122.449274747004,37.762066670342605
6710,2015-04-13 08:50:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,0 Block of MARKET ST,-122.39509777418101,37.79405904855621
793153,2004-02-21 12:20:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,BAYVIEW,NONE,20TH ST / DE HARO ST,-122.401113560797,37.7597334727847
168659,2013-02-19 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,800 Block of EDDY ST,-122.421667086071,37.7828419848131
827324,2003-09-05 10:04:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Friday,SOUTHERN,"ARREST, CITED",0 Block of NORFOLK ST,-122.41358121015699,37.7709314819763
787460,2004-03-19 19:00:00,MISSING PERSON,MISSING JUVENILE,Friday,TARAVAL,NONE,0 Block of HAROLD AV,-122.45315825844,37.719497600502294
4119,2015-04-19 13:35:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,INGLESIDE,NONE,1300 Block of GENEVA AV,-122.434075846783,37.71338111955721
841725,2003-06-26 13:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE,1100 Block of LARKIN ST,-122.41858050888901,37.7881906054546
634918,2006-05-15 16:00:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,NORTHERN,NONE,PAGE ST / BUCHANAN ST,-122.42736043763,37.77345384747171
163478,2013-03-18 16:46:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,INGLESIDE,NONE,100 Block of TEDDY AV,-122.405505689191,37.714186262499
518511,2008-01-23 01:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,BAYVIEW,NONE,800 Block of ARKANSAS ST,-122.397969253539,37.7566245753505
250139,2011-12-30 22:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,PARK,NONE,800 Block of COLE ST,-122.450118405157,37.7662469515566
333034,2010-10-05 20:00:00,MISSING PERSON,MISSING JUVENILE,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
134959,2013-07-27 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,300 Block of BERRY ST,-122.396661415271,37.7730956120037
525315,2007-12-13 00:06:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,24TH ST / FOLSOM ST,-122.414089000708,37.75250507857579
731108,2004-12-25 15:46:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,RICHMOND,"ARREST, BOOKED",POST ST / DIVISADERO ST,-122.43968713414499,37.784319030020214
474894,2008-09-04 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,1900 Block of FRANKLIN ST,-122.424499274231,37.7924030769155
651509,2006-02-12 11:41:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
191726,2012-10-29 01:52:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.400473580152,37.7850290611875
73499,2014-05-26 12:44:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,PSYCHOPATHIC CASE,JEFFERSON ST / TAYLOR ST,-122.41580571058998,37.808212006459996
71907,2014-05-30 15:00:00,MISSING PERSON,FOUND PERSON,Friday,NORTHERN,LOCATED,600 Block of EDDY ST,-122.41838200860701,37.783258377094896
869505,2003-02-09 08:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,TARAVAL,"ARREST, BOOKED",700 Block of SARGENT ST,-122.469377592142,37.7161507575649
159813,2013-04-03 10:30:00,ASSAULT,BATTERY,Wednesday,CENTRAL,COMPLAINANT REFUSES TO PROSECUTE,1500 Block of LEAVENWORTH ST,-122.416496129598,37.7952409092566
361567,2010-05-05 21:34:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,MISSION,NONE,2400 Block of HARRISON ST,-122.41249200396999,37.758209343892496
732851,2004-12-20 19:09:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,RICHMOND,"ARREST, BOOKED",3800 Block of GEARY BL,-122.46052999497299,37.7810649023765
62660,2014-07-13 17:13:00,WARRANTS,WARRANT ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",MIDDLEPOINT RD / WILLS ST,-122.379417852372,37.736274003944004
241256,2012-02-12 09:45:00,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Sunday,MISSION,NONE,400 Block of GUERRERO ST,-122.42414686692499,37.763953010283
554046,2007-07-15 18:38:00,OTHER OFFENSES,RECKLESS DRIVING,Sunday,SOUTHERN,"ARREST, CITED",2ND ST / HOWARD ST,-122.398261647342,37.786778758909705
661513,2005-12-27 23:30:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Tuesday,MISSION,NONE,17TH ST / CAPP ST,-122.41848629658199,37.763495437318895
502188,2008-04-16 23:46:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415448759562,37.778293520129
308945,2011-02-10 14:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,THE EMBARCADERONORTH ST / KEARNY ST,-122.407278660793,37.80741901490021
158552,2013-04-06 12:15:00,ASSAULT,BATTERY,Saturday,SOUTHERN,NONE,200 Block of 7TH ST,-122.40855068186701,37.7773885566219
713664,2005-04-05 18:00:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,MISSION,"ARREST, BOOKED",1800 Block of FOLSOM ST,-122.41560549623699,37.767717752066496
238106,2012-03-05 16:46:00,NON-CRIMINAL,AIDED CASE,Monday,SOUTHERN,NONE,0 Block of MARKET ST,-122.39561593964899,37.7939406487081
765419,2004-07-06 06:00:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.432116233695,37.7800304351156
170730,2013-02-07 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,0 Block of SANTAROSA AV,-122.435041495063,37.7262025969386
411589,2009-08-05 09:03:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, CITED",1100 Block of MISSION ST,-122.41172377812599,37.7786674439132
612571,2006-09-05 19:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,TARAVAL,NONE,17TH AV / SANTIAGO ST,-122.473683071408,37.7450117874831
688936,2005-08-10 00:02:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,NORTHERN,"ARREST, BOOKED",2800 Block of SCOTT ST,-122.440261393341,37.796014755403704
157392,2013-04-16 05:08:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,NORTHERN,"ARREST, BOOKED",GROVE ST / POLK ST,-122.418229899721,37.7784895366813
568804,2007-05-02 10:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,12TH ST / MISSION ST,-122.418618953339,37.77305255476529
304902,2011-03-07 17:50:00,OTHER OFFENSES,CONSPIRACY,Monday,TENDERLOIN,NONE,0 Block of TURK ST,-122.40984944165501,37.78327552025671
399826,2009-09-30 10:21:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",1000 Block of HARRISON ST,-122.40443970383801,37.777058307998296
13802,2015-03-06 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,RICHMOND,NONE,800 Block of 47TH AV,-122.50774902863,37.772411893408
289980,2011-05-22 16:05:00,WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.40669059226101,37.7852071918419
624114,2006-07-10 05:30:00,NON-CRIMINAL,AIDED CASE,Monday,TARAVAL,NONE,1400 Block of 25TH AV,-122.483425437947,37.7604619210457
122102,2013-09-30 02:39:00,NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE,5TH ST / FOLSOM ST,-122.40339036479601,37.7802655777189
513565,2008-02-19 18:10:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,-122.412970537591,37.78578837668879
802535,2004-01-08 20:42:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,CENTRAL,"ARREST, CITED",GRANT AV / FRESNO ST,-122.407153171795,37.7984908901119
748270,2004-09-28 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,"ARREST, BOOKED",2900 Block of INGALLS ST,-122.39153756283301,37.7206246004273
835532,2003-07-25 22:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,MISSION,NONE,900 Block of VALENCIA ST,-122.421085159058,37.7572895293911
619994,2006-07-27 21:37:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,CENTRAL,NONE,1300 Block of SACRAMENTO ST,-122.41456899934099,37.7922517901425
447001,2009-01-24 20:02:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413237516676,37.78284302332129
778100,2004-05-01 12:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,200 Block of WINSTON DR,-122.477894327927,37.7271095796299
690150,2005-07-30 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,POLK ST / BROADWAY ST,-122.42177213531099,37.7959461531729
259908,2011-11-05 13:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,NORTHERN,"ARREST, BOOKED",1200 Block of POLK ST,-122.420190324599,37.788469586229795
41781,2014-10-19 13:55:00,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Sunday,CENTRAL,NONE,900 Block of JONES ST,-122.413755582047,37.790013815601796
591476,2006-12-27 16:40:00,LIQUOR LAWS,SALE OF ALCOHOL TO MINOR,Wednesday,CENTRAL,"ARREST, CITED",1300 Block of LEAVENWORTH ST,-122.41613574180501,37.793470023561
125716,2013-09-07 21:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,BAYVIEW,NONE,1300 Block of THOMAS AV,-122.386594164927,37.7278183430085
684693,2005-08-27 19:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,NORTHERN,NOT PROSECUTED,GEARY BL / VANNESS AV,-122.42139581912201,37.7856843389243
185198,2012-11-27 19:05:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1300 Block of POST ST,-122.424041139173,37.7862431445598
105498,2013-12-12 22:45:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,BAYVIEW,NONE,2000 Block of QUESADA AV,-122.398279046659,37.7372796247598
21974,2015-01-25 10:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,CENTRAL,NONE,SANSOME ST / UNION ST,-122.402792626123,37.801242299505894
504509,2008-04-03 21:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
278004,2011-07-30 04:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED",6TH ST / MISSION ST,-122.40871060666299,37.78097067220529
464749,2008-10-27 17:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,700 Block of ATHENS ST,-122.43261172424,37.7162133317028
450779,2009-01-07 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TARAVAL,NONE,500 Block of RIVERA ST,-122.471478369035,37.74692218557279
545456,2007-09-04 08:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,MISSION,NONE,1100 Block of YORK ST,-122.408195421597,37.7536414673004
177960,2012-12-30 23:10:00,WARRANTS,ENROUTE TO PROBATION OFFICER,Sunday,SOUTHERN,"ARREST, BOOKED",1200 Block of FOLSOM ST,-122.410802477808,37.7743299153836
340030,2010-08-27 18:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,0 Block of STEVENSON ST,-122.400032359721,37.7893540721016
786756,2004-03-21 14:11:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,SOUTHERN,"ARREST, CITED",POWELL ST / MARKET ST,-122.407545855938,37.7844011794631
173905,2013-01-24 10:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN,"ARREST, CITED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021
824705,2003-09-18 12:54:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
763466,2004-07-10 16:30:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,SOUTHERN,NONE,700 Block of MARKET ST,-122.40409466245,37.787256092799296
694949,2005-07-11 08:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,CENTRAL,NONE,1300 Block of HYDE ST,-122.417780778437,37.79326079421261
455771,2008-12-10 05:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,SOUTHERN,NONE,100 Block of 6TH ST,-122.40747443962401,37.779911669335
264255,2011-10-18 11:56:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
798679,2004-01-24 21:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,NORTHERN,"ARREST, CITED",GOLDEN GATE AV / GOUGH ST,-122.423732220515,37.7806111466329
500829,2008-04-20 14:15:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411778295992,37.7839805592634
222273,2012-05-28 00:40:00,ASSAULT,BATTERY,Monday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.40173828350599,37.788533577598294
799435,2004-01-23 11:00:00,MISSING PERSON,MISSING ADULT,Friday,CENTRAL,LOCATED,700 Block of LEAVENWORTH ST,-122.415023838969,37.7879385928289
623496,2006-07-11 20:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,41ST AV / MORAGA ST,-122.50017160014299,37.755050356735296
754629,2004-08-22 17:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,MISSION,NONE,16TH ST / MARKET ST,-122.433075152376,37.7641937790293
202149,2012-09-06 17:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,ELLIS ST / BRODERICK ST,-122.440785268816,37.781309557267896
786924,2004-03-21 00:25:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,MISSION,"ARREST, BOOKED",200 Block of 14TH ST,-122.418885184858,37.7682847825555
671778,2005-11-02 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,1100 Block of ALABAMA ST,-122.41097091317499,37.7534747396472
85177,2014-03-23 16:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,INGLESIDE,NONE,100 Block of ROUSSEAU ST,-122.429733384163,37.7312307441236
674626,2005-10-19 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,RICHMOND,NONE,600 Block of 42ND AV,-122.502806579703,37.776382298466395
655045,2006-01-27 01:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,CENTRAL,NONE,MONTGOMERY ST / JACKSON ST,-122.40349980459101,37.796418327899296
518401,2008-01-23 12:15:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,INGLESIDE,"ARREST, BOOKED",3300 Block of MISSION ST,-122.42164447844699,37.7429970144076
583674,2007-02-08 07:48:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,PARK,NONE,HAIGHT ST / STANYAN ST,-122.45353456066002,37.76916629780521
713256,2005-04-06 16:45:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
488558,2008-06-26 22:36:00,SEX OFFENSES FORCIBLE,CHILD ABUSE SEXUAL,Thursday,TARAVAL,NOT PROSECUTED,500 Block of JOHNMUIR DR,-122.49206801733999,37.714361549875605
139587,2013-07-09 22:41:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,RICHMOND,"ARREST, CITED",4200 Block of CLEMENT ST,-122.50469928562,37.7810462674177
117226,2013-10-17 16:47:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
77139,2014-05-03 10:06:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,MISSION,NONE,3300 Block of CESAR CHAVEZ ST,-122.417059385145,37.7480778892528
15079,2015-03-03 16:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489713969124,37.7339497680852
476726,2008-08-24 12:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,RICHMOND,NONE,400 Block of CROSSOVER DR,-122.478195467399,37.7686746439767
663460,2005-12-15 13:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.78439444920679
664766,2005-12-04 19:30:00,ASSAULT,BATTERY,Sunday,TARAVAL,NONE,1200 Block of 22ND AV,-122.480470787971,37.764342052942
